PassengerId,Survived,Pclass,Age,Fare,FamilySize,Sex_binary,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Is_Adult_No,Is_Adult_Yes
418,1,2,18.0,13.0,2,1,True,False,False,False,True,False,True
419,0,2,30.0,13.0,0,0,False,True,False,False,True,False,True
420,0,3,10.0,24.15,2,1,True,False,False,False,True,True,False
421,0,3,29.69911764705882,7.8958,0,0,False,True,True,False,False,False,True
422,0,3,21.0,7.7333,0,0,False,True,False,True,False,False,True
423,0,3,29.0,7.875,0,0,False,True,False,False,True,False,True
424,0,3,28.0,14.4,2,1,True,False,False,False,True,False,True
425,0,3,18.0,20.2125,2,0,False,True,False,False,True,False,True
426,0,3,29.69911764705882,7.25,0,0,False,True,False,False,True,False,True
427,1,2,28.0,26.0,1,1,True,False,False,False,True,False,True
428,1,2,19.0,26.0,0,1,True,False,False,False,True,False,True
429,0,3,29.69911764705882,7.75,0,0,False,True,False,True,False,False,True
430,1,3,32.0,8.05,0,0,False,True,False,False,True,False,True
431,1,1,28.0,26.55,0,0,False,True,False,False,True,False,True
432,1,3,29.69911764705882,16.1,1,1,True,False,False,False,True,False,True
433,1,2,42.0,26.0,1,1,True,False,False,False,True,False,True
434,0,3,17.0,7.125,0,0,False,True,False,False,True,True,False
435,0,1,50.0,55.9,1,0,False,True,False,False,True,False,True
436,1,1,14.0,120.0,3,1,True,False,False,False,True,True,False
437,0,3,21.0,34.375,4,1,True,False,False,False,True,False,True
438,1,2,24.0,18.75,5,1,True,False,False,False,True,False,True
439,0,1,64.0,263.0,5,0,False,True,False,False,True,False,True
440,0,2,31.0,10.5,0,0,False,True,False,False,True,False,True
441,1,2,45.0,26.25,2,1,True,False,False,False,True,False,True
442,0,3,20.0,9.5,0,0,False,True,False,False,True,False,True
443,0,3,25.0,7.775,1,0,False,True,False,False,True,False,True
444,1,2,28.0,13.0,0,1,True,False,False,False,True,False,True
445,1,3,29.69911764705882,8.1125,0,0,False,True,False,False,True,False,True
446,1,1,4.0,81.8583,2,0,False,True,False,False,True,True,False
447,1,2,13.0,19.5,1,1,True,False,False,False,True,True,False
448,1,1,34.0,26.55,0,0,False,True,False,False,True,False,True
449,1,3,5.0,19.2583,3,1,True,False,True,False,False,True,False
450,1,1,52.0,30.5,0,0,False,True,False,False,True,False,True
451,0,2,36.0,27.75,3,0,False,True,False,False,True,False,True
452,0,3,29.69911764705882,19.9667,1,0,False,True,False,False,True,False,True
453,0,1,30.0,27.75,0,0,False,True,True,False,False,False,True
454,1,1,49.0,89.1042,1,0,False,True,True,False,False,False,True
455,0,3,29.69911764705882,8.05,0,0,False,True,False,False,True,False,True
456,1,3,29.0,7.8958,0,0,False,True,True,False,False,False,True
457,0,1,65.0,26.55,0,0,False,True,False,False,True,False,True
458,1,1,29.69911764705882,51.8625,1,1,True,False,False,False,True,False,True
459,1,2,50.0,10.5,0,1,True,False,False,False,True,False,True
460,0,3,29.69911764705882,7.75,0,0,False,True,False,True,False,False,True
461,1,1,48.0,26.55,0,0,False,True,False,False,True,False,True
462,0,3,34.0,8.05,0,0,False,True,False,False,True,False,True
463,0,1,47.0,38.5,0,0,False,True,False,False,True,False,True
464,0,2,48.0,13.0,0,0,False,True,False,False,True,False,True
465,0,3,29.69911764705882,8.05,0,0,False,True,False,False,True,False,True
466,0,3,38.0,7.05,0,0,False,True,False,False,True,False,True
467,0,2,29.69911764705882,0.0,0,0,False,True,False,False,True,False,True
468,0,1,56.0,26.55,0,0,False,True,False,False,True,False,True
469,0,3,29.69911764705882,7.725,0,0,False,True,False,True,False,False,True
470,1,3,0.75,19.2583,3,1,True,False,True,False,False,True,False
471,0,3,29.69911764705882,7.25,0,0,False,True,False,False,True,False,True
472,0,3,38.0,8.6625,0,0,False,True,False,False,True,False,True
473,1,2,33.0,27.75,3,1,True,False,False,False,True,False,True
474,1,2,23.0,13.7917,0,1,True,False,True,False,False,False,True
475,0,3,22.0,9.8375,0,1,True,False,False,False,True,False,True
476,0,1,29.69911764705882,52.0,0,0,False,True,False,False,True,False,True
477,0,2,34.0,21.0,1,0,False,True,False,False,True,False,True
478,0,3,29.0,7.0458,1,0,False,True,False,False,True,False,True
479,0,3,22.0,7.5208,0,0,False,True,False,False,True,False,True
480,1,3,2.0,12.2875,1,1,True,False,False,False,True,True,False
481,0,3,9.0,46.9,7,0,False,True,False,False,True,True,False
482,0,2,29.69911764705882,0.0,0,0,False,True,False,False,True,False,True
483,0,3,50.0,8.05,0,0,False,True,False,False,True,False,True
484,1,3,63.0,9.5875,0,1,True,False,False,False,True,False,True
485,1,1,25.0,91.0792,1,0,False,True,True,False,False,False,True
486,0,3,29.69911764705882,25.4667,4,1,True,False,False,False,True,False,True
487,1,1,35.0,90.0,1,1,True,False,False,False,True,False,True
488,0,1,58.0,29.7,0,0,False,True,True,False,False,False,True
489,0,3,30.0,8.05,0,0,False,True,False,False,True,False,True
490,1,3,9.0,15.9,2,0,False,True,False,False,True,True,False
491,0,3,29.69911764705882,19.9667,1,0,False,True,False,False,True,False,True
492,0,3,21.0,7.25,0,0,False,True,False,False,True,False,True
493,0,1,55.0,30.5,0,0,False,True,False,False,True,False,True
494,0,1,71.0,49.5042,0,0,False,True,True,False,False,False,True
495,0,3,21.0,8.05,0,0,False,True,False,False,True,False,True
496,0,3,29.69911764705882,14.4583,0,0,False,True,True,False,False,False,True
497,1,1,54.0,78.2667,1,1,True,False,True,False,False,False,True
498,0,3,29.69911764705882,15.1,0,0,False,True,False,False,True,False,True
499,0,1,25.0,151.55,3,1,True,False,False,False,True,False,True
500,0,3,24.0,7.7958,0,0,False,True,False,False,True,False,True
501,0,3,17.0,8.6625,0,0,False,True,False,False,True,True,False
502,0,3,21.0,7.75,0,1,True,False,False,True,False,False,True
503,0,3,29.69911764705882,7.6292,0,1,True,False,False,True,False,False,True
504,0,3,37.0,9.5875,0,1,True,False,False,False,True,False,True
505,1,1,16.0,86.5,0,1,True,False,False,False,True,True,False
506,0,1,18.0,108.9,1,0,False,True,True,False,False,False,True
507,1,2,33.0,26.0,2,1,True,False,False,False,True,False,True
508,1,1,29.69911764705882,26.55,0,0,False,True,False,False,True,False,True
509,0,3,28.0,22.525,0,0,False,True,False,False,True,False,True
510,1,3,26.0,56.4958,0,0,False,True,False,False,True,False,True
511,1,3,29.0,7.75,0,0,False,True,False,True,False,False,True
512,0,3,29.69911764705882,8.05,0,0,False,True,False,False,True,False,True
513,1,1,36.0,26.2875,0,0,False,True,False,False,True,False,True
514,1,1,54.0,59.4,1,1,True,False,True,False,False,False,True
515,0,3,24.0,7.4958,0,0,False,True,False,False,True,False,True
516,0,1,47.0,34.0208,0,0,False,True,False,False,True,False,True
517,1,2,34.0,10.5,0,1,True,False,False,False,True,False,True
518,0,3,29.69911764705882,24.15,0,0,False,True,False,True,False,False,True
519,1,2,36.0,26.0,1,1,True,False,False,False,True,False,True
520,0,3,32.0,7.8958,0,0,False,True,False,False,True,False,True
521,1,1,30.0,93.5,0,1,True,False,False,False,True,False,True
522,0,3,22.0,7.8958,0,0,False,True,False,False,True,False,True
523,0,3,29.69911764705882,7.225,0,0,False,True,True,False,False,False,True
524,1,1,44.0,57.9792,1,1,True,False,True,False,False,False,True
525,0,3,29.69911764705882,7.2292,0,0,False,True,True,False,False,False,True
526,0,3,40.5,7.75,0,0,False,True,False,True,False,False,True
527,1,2,50.0,10.5,0,1,True,False,False,False,True,False,True
528,0,1,29.69911764705882,221.7792,0,0,False,True,False,False,True,False,True
529,0,3,39.0,7.925,0,0,False,True,False,False,True,False,True
530,0,2,23.0,11.5,3,0,False,True,False,False,True,False,True
531,1,2,2.0,26.0,2,1,True,False,False,False,True,True,False
532,0,3,29.69911764705882,7.2292,0,0,False,True,True,False,False,False,True
533,0,3,17.0,7.2292,2,0,False,True,True,False,False,True,False
534,1,3,29.69911764705882,22.3583,2,1,True,False,True,False,False,False,True
535,0,3,30.0,8.6625,0,1,True,False,False,False,True,False,True
536,1,2,7.0,26.25,2,1,True,False,False,False,True,True,False
537,0,1,45.0,26.55,0,0,False,True,False,False,True,False,True
538,1,1,30.0,106.425,0,1,True,False,True,False,False,False,True
539,0,3,29.69911764705882,14.5,0,0,False,True,False,False,True,False,True
540,1,1,22.0,49.5,2,1,True,False,True,False,False,False,True
541,1,1,36.0,71.0,2,1,True,False,False,False,True,False,True
542,0,3,9.0,31.275,6,1,True,False,False,False,True,True,False
543,0,3,11.0,31.275,6,1,True,False,False,False,True,True,False
544,1,2,32.0,26.0,1,0,False,True,False,False,True,False,True
545,0,1,50.0,106.425,1,0,False,True,True,False,False,False,True
546,0,1,64.0,26.0,0,0,False,True,False,False,True,False,True
547,1,2,19.0,26.0,1,1,True,False,False,False,True,False,True
548,1,2,29.69911764705882,13.8625,0,0,False,True,True,False,False,False,True
549,0,3,33.0,20.525,2,0,False,True,False,False,True,False,True
550,1,2,8.0,36.75,2,0,False,True,False,False,True,True,False
551,1,1,17.0,110.8833,2,0,False,True,True,False,False,True,False
552,0,2,27.0,26.0,0,0,False,True,False,False,True,False,True
553,0,3,29.69911764705882,7.8292,0,0,False,True,False,True,False,False,True
554,1,3,22.0,7.225,0,0,False,True,True,False,False,False,True
555,1,3,22.0,7.775,0,1,True,False,False,False,True,False,True
556,0,1,62.0,26.55,0,0,False,True,False,False,True,False,True
557,1,1,48.0,39.6,1,1,True,False,True,False,False,False,True
558,0,1,29.69911764705882,227.525,0,0,False,True,True,False,False,False,True
559,1,1,39.0,79.65,2,1,True,False,False,False,True,False,True
560,1,3,36.0,17.4,1,1,True,False,False,False,True,False,True
561,0,3,29.69911764705882,7.75,0,0,False,True,False,True,False,False,True
562,0,3,40.0,7.8958,0,0,False,True,False,False,True,False,True
563,0,2,28.0,13.5,0,0,False,True,False,False,True,False,True
564,0,3,29.69911764705882,8.05,0,0,False,True,False,False,True,False,True
565,0,3,29.69911764705882,8.05,0,1,True,False,False,False,True,False,True
566,0,3,24.0,24.15,2,0,False,True,False,False,True,False,True
567,0,3,19.0,7.8958,0,0,False,True,False,False,True,False,True
568,0,3,29.0,21.075,4,1,True,False,False,False,True,False,True
569,0,3,29.69911764705882,7.2292,0,0,False,True,True,False,False,False,True
570,1,3,32.0,7.8542,0,0,False,True,False,False,True,False,True
571,1,2,62.0,10.5,0,0,False,True,False,False,True,False,True
572,1,1,53.0,51.4792,2,1,True,False,False,False,True,False,True
573,1,1,36.0,26.3875,0,0,False,True,False,False,True,False,True
574,1,3,29.69911764705882,7.75,0,1,True,False,False,True,False,False,True
575,0,3,16.0,8.05,0,0,False,True,False,False,True,True,False
576,0,3,19.0,14.5,0,0,False,True,False,False,True,False,True
577,1,2,34.0,13.0,0,1,True,False,False,False,True,False,True
578,1,1,39.0,55.9,1,1,True,False,False,False,True,False,True
579,0,3,29.69911764705882,14.4583,1,1,True,False,True,False,False,False,True
580,1,3,32.0,7.925,0,0,False,True,False,False,True,False,True
581,1,2,25.0,30.0,2,1,True,False,False,False,True,False,True
582,1,1,39.0,110.8833,2,1,True,False,True,False,False,False,True
583,0,2,54.0,26.0,0,0,False,True,False,False,True,False,True
584,0,1,36.0,40.125,0,0,False,True,True,False,False,False,True
585,0,3,29.69911764705882,8.7125,0,0,False,True,True,False,False,False,True
586,1,1,18.0,79.65,2,1,True,False,False,False,True,False,True
587,0,2,47.0,15.0,0,0,False,True,False,False,True,False,True
588,1,1,60.0,79.2,2,0,False,True,True,False,False,False,True
589,0,3,22.0,8.05,0,0,False,True,False,False,True,False,True
590,0,3,29.69911764705882,8.05,0,0,False,True,False,False,True,False,True
591,0,3,35.0,7.125,0,0,False,True,False,False,True,False,True
592,1,1,52.0,78.2667,1,1,True,False,True,False,False,False,True
593,0,3,47.0,7.25,0,0,False,True,False,False,True,False,True
594,0,3,29.69911764705882,7.75,2,1,True,False,False,True,False,False,True
595,0,2,37.0,26.0,1,0,False,True,False,False,True,False,True
596,0,3,36.0,24.15,2,0,False,True,False,False,True,False,True
597,1,2,29.69911764705882,33.0,0,1,True,False,False,False,True,False,True
598,0,3,49.0,0.0,0,0,False,True,False,False,True,False,True
599,0,3,29.69911764705882,7.225,0,0,False,True,True,False,False,False,True
600,1,1,49.0,56.9292,1,0,False,True,True,False,False,False,True
601,1,2,24.0,27.0,3,1,True,False,False,False,True,False,True
602,0,3,29.69911764705882,7.8958,0,0,False,True,False,False,True,False,True
603,0,1,29.69911764705882,42.4,0,0,False,True,False,False,True,False,True
604,0,3,44.0,8.05,0,0,False,True,False,False,True,False,True
605,1,1,35.0,26.55,0,0,False,True,True,False,False,False,True
606,0,3,36.0,15.55,1,0,False,True,False,False,True,False,True
607,0,3,30.0,7.8958,0,0,False,True,False,False,True,False,True
608,1,1,27.0,30.5,0,0,False,True,False,False,True,False,True
609,1,2,22.0,41.5792,3,1,True,False,True,False,False,False,True
610,1,1,40.0,153.4625,0,1,True,False,False,False,True,False,True
611,0,3,39.0,31.275,6,1,True,False,False,False,True,False,True
612,0,3,29.69911764705882,7.05,0,0,False,True,False,False,True,False,True
613,1,3,29.69911764705882,15.5,1,1,True,False,False,True,False,False,True
614,0,3,29.69911764705882,7.75,0,0,False,True,False,True,False,False,True
615,0,3,35.0,8.05,0,0,False,True,False,False,True,False,True
616,1,2,24.0,65.0,3,1,True,False,False,False,True,False,True
617,0,3,34.0,14.4,2,0,False,True,False,False,True,False,True
618,0,3,26.0,16.1,1,1,True,False,False,False,True,False,True
619,1,2,4.0,39.0,3,1,True,False,False,False,True,True,False
620,0,2,26.0,10.5,0,0,False,True,False,False,True,False,True
621,0,3,27.0,14.4542,1,0,False,True,True,False,False,False,True
622,1,1,42.0,52.5542,1,0,False,True,False,False,True,False,True
623,1,3,20.0,15.7417,2,0,False,True,True,False,False,False,True
624,0,3,21.0,7.8542,0,0,False,True,False,False,True,False,True
625,0,3,21.0,16.1,0,0,False,True,False,False,True,False,True
626,0,1,61.0,32.3208,0,0,False,True,False,False,True,False,True
627,0,2,57.0,12.35,0,0,False,True,False,True,False,False,True
628,1,1,21.0,77.9583,0,1,True,False,False,False,True,False,True
629,0,3,26.0,7.8958,0,0,False,True,False,False,True,False,True
630,0,3,29.69911764705882,7.7333,0,0,False,True,False,True,False,False,True
631,1,1,80.0,30.0,0,0,False,True,False,False,True,False,True
632,0,3,51.0,7.0542,0,0,False,True,False,False,True,False,True
633,1,1,32.0,30.5,0,0,False,True,True,False,False,False,True
634,0,1,29.69911764705882,0.0,0,0,False,True,False,False,True,False,True
635,0,3,9.0,27.9,5,1,True,False,False,False,True,True,False
636,1,2,28.0,13.0,0,1,True,False,False,False,True,False,True
637,0,3,32.0,7.925,0,0,False,True,False,False,True,False,True
638,0,2,31.0,26.25,2,0,False,True,False,False,True,False,True
639,0,3,41.0,39.6875,5,1,True,False,False,False,True,False,True
640,0,3,29.69911764705882,16.1,1,0,False,True,False,False,True,False,True
641,0,3,20.0,7.8542,0,0,False,True,False,False,True,False,True
642,1,1,24.0,69.3,0,1,True,False,True,False,False,False,True
643,0,3,2.0,27.9,5,1,True,False,False,False,True,True,False
644,1,3,29.69911764705882,56.4958,0,0,False,True,False,False,True,False,True
645,1,3,0.75,19.2583,3,1,True,False,True,False,False,True,False
646,1,1,48.0,76.7292,1,0,False,True,True,False,False,False,True
647,0,3,19.0,7.8958,0,0,False,True,False,False,True,False,True
648,1,1,56.0,35.5,0,0,False,True,True,False,False,False,True
649,0,3,29.69911764705882,7.55,0,0,False,True,False,False,True,False,True
650,1,3,23.0,7.55,0,1,True,False,False,False,True,False,True
651,0,3,29.69911764705882,7.8958,0,0,False,True,False,False,True,False,True
652,1,2,18.0,23.0,1,1,True,False,False,False,True,False,True
653,0,3,21.0,8.4333,0,0,False,True,False,False,True,False,True
654,1,3,29.69911764705882,7.8292,0,1,True,False,False,True,False,False,True
655,0,3,18.0,6.75,0,1,True,False,False,True,False,False,True
656,0,2,24.0,73.5,2,0,False,True,False,False,True,False,True
657,0,3,29.69911764705882,7.8958,0,0,False,True,False,False,True,False,True
658,0,3,32.0,15.5,2,1,True,False,False,True,False,False,True
659,0,2,23.0,13.0,0,0,False,True,False,False,True,False,True
660,0,1,58.0,113.275,2,0,False,True,True,False,False,False,True
661,1,1,50.0,133.65,2,0,False,True,False,False,True,False,True
662,0,3,40.0,7.225,0,0,False,True,True,False,False,False,True
663,0,1,47.0,25.5875,0,0,False,True,False,False,True,False,True
664,0,3,36.0,7.4958,0,0,False,True,False,False,True,False,True
665,1,3,20.0,7.925,1,0,False,True,False,False,True,False,True
666,0,2,32.0,73.5,2,0,False,True,False,False,True,False,True
667,0,2,25.0,13.0,0,0,False,True,False,False,True,False,True
668,0,3,29.69911764705882,7.775,0,0,False,True,False,False,True,False,True
669,0,3,43.0,8.05,0,0,False,True,False,False,True,False,True
670,1,1,29.69911764705882,52.0,1,1,True,False,False,False,True,False,True
671,1,2,40.0,39.0,2,1,True,False,False,False,True,False,True
672,0,1,31.0,52.0,1,0,False,True,False,False,True,False,True
673,0,2,70.0,10.5,0,0,False,True,False,False,True,False,True
674,1,2,31.0,13.0,0,0,False,True,False,False,True,False,True
675,0,2,29.69911764705882,0.0,0,0,False,True,False,False,True,False,True
676,0,3,18.0,7.775,0,0,False,True,False,False,True,False,True
677,0,3,24.5,8.05,0,0,False,True,False,False,True,False,True
678,1,3,18.0,9.8417,0,1,True,False,False,False,True,False,True
679,0,3,43.0,46.9,7,1,True,False,False,False,True,False,True
680,1,1,36.0,512.3292,1,0,False,True,True,False,False,False,True
681,0,3,29.69911764705882,8.1375,0,1,True,False,False,True,False,False,True
682,1,1,27.0,76.7292,0,0,False,True,True,False,False,False,True
683,0,3,20.0,9.225,0,0,False,True,False,False,True,False,True
684,0,3,14.0,46.9,7,0,False,True,False,False,True,True,False
685,0,2,60.0,39.0,2,0,False,True,False,False,True,False,True
686,0,2,25.0,41.5792,3,0,False,True,True,False,False,False,True
687,0,3,14.0,39.6875,5,0,False,True,False,False,True,True,False
688,0,3,19.0,10.1708,0,0,False,True,False,False,True,False,True
689,0,3,18.0,7.7958,0,0,False,True,False,False,True,False,True
690,1,1,15.0,211.3375,1,1,True,False,False,False,True,True,False
691,1,1,31.0,57.0,1,0,False,True,False,False,True,False,True
692,1,3,4.0,13.4167,1,1,True,False,True,False,False,True,False
693,1,3,29.69911764705882,56.4958,0,0,False,True,False,False,True,False,True
694,0,3,25.0,7.225,0,0,False,True,True,False,False,False,True
695,0,1,60.0,26.55,0,0,False,True,False,False,True,False,True
696,0,2,52.0,13.5,0,0,False,True,False,False,True,False,True
697,0,3,44.0,8.05,0,0,False,True,False,False,True,False,True
698,1,3,29.69911764705882,7.7333,0,1,True,False,False,True,False,False,True
699,0,1,49.0,110.8833,2,0,False,True,True,False,False,False,True
700,0,3,42.0,7.65,0,0,False,True,False,False,True,False,True
701,1,1,18.0,227.525,1,1,True,False,True,False,False,False,True
702,1,1,35.0,26.2875,0,0,False,True,False,False,True,False,True
703,0,3,18.0,14.4542,1,1,True,False,True,False,False,False,True
704,0,3,25.0,7.7417,0,0,False,True,False,True,False,False,True
705,0,3,26.0,7.8542,1,0,False,True,False,False,True,False,True
706,0,2,39.0,26.0,0,0,False,True,False,False,True,False,True
707,1,2,45.0,13.5,0,1,True,False,False,False,True,False,True
708,1,1,42.0,26.2875,0,0,False,True,False,False,True,False,True
709,1,1,22.0,151.55,0,1,True,False,False,False,True,False,True
710,1,3,29.69911764705882,15.2458,2,0,False,True,True,False,False,False,True
711,1,1,24.0,49.5042,0,1,True,False,True,False,False,False,True
712,0,1,29.69911764705882,26.55,0,0,False,True,False,False,True,False,True
713,1,1,48.0,52.0,1,0,False,True,False,False,True,False,True
714,0,3,29.0,9.4833,0,0,False,True,False,False,True,False,True
715,0,2,52.0,13.0,0,0,False,True,False,False,True,False,True
716,0,3,19.0,7.65,0,0,False,True,False,False,True,False,True
717,1,1,38.0,227.525,0,1,True,False,True,False,False,False,True
718,1,2,27.0,10.5,0,1,True,False,False,False,True,False,True
719,0,3,29.69911764705882,15.5,0,0,False,True,False,True,False,False,True
720,0,3,33.0,7.775,0,0,False,True,False,False,True,False,True
721,1,2,6.0,33.0,1,1,True,False,False,False,True,True,False
722,0,3,17.0,7.0542,1,0,False,True,False,False,True,True,False
723,0,2,34.0,13.0,0,0,False,True,False,False,True,False,True
724,0,2,50.0,13.0,0,0,False,True,False,False,True,False,True
725,1,1,27.0,53.1,1,0,False,True,False,False,True,False,True
726,0,3,20.0,8.6625,0,0,False,True,False,False,True,False,True
727,1,2,30.0,21.0,3,1,True,False,False,False,True,False,True
728,1,3,29.69911764705882,7.7375,0,1,True,False,False,True,False,False,True
729,0,2,25.0,26.0,1,0,False,True,False,False,True,False,True
730,0,3,25.0,7.925,1,1,True,False,False,False,True,False,True
731,1,1,29.0,211.3375,0,1,True,False,False,False,True,False,True
732,0,3,11.0,18.7875,0,0,False,True,True,False,False,True,False
733,0,2,29.69911764705882,0.0,0,0,False,True,False,False,True,False,True
734,0,2,23.0,13.0,0,0,False,True,False,False,True,False,True
735,0,2,23.0,13.0,0,0,False,True,False,False,True,False,True
736,0,3,28.5,16.1,0,0,False,True,False,False,True,False,True
737,0,3,48.0,34.375,4,1,True,False,False,False,True,False,True
738,1,1,35.0,512.3292,0,0,False,True,True,False,False,False,True
739,0,3,29.69911764705882,7.8958,0,0,False,True,False,False,True,False,True
740,0,3,29.69911764705882,7.8958,0,0,False,True,False,False,True,False,True
741,1,1,29.69911764705882,30.0,0,0,False,True,False,False,True,False,True
742,0,1,36.0,78.85,1,0,False,True,False,False,True,False,True
743,1,1,21.0,262.375,4,1,True,False,True,False,False,False,True
744,0,3,24.0,16.1,1,0,False,True,False,False,True,False,True
745,1,3,31.0,7.925,0,0,False,True,False,False,True,False,True
746,0,1,70.0,71.0,2,0,False,True,False,False,True,False,True
747,0,3,16.0,20.25,2,0,False,True,False,False,True,True,False
748,1,2,30.0,13.0,0,1,True,False,False,False,True,False,True
749,0,1,19.0,53.1,1,0,False,True,False,False,True,False,True
750,0,3,31.0,7.75,0,0,False,True,False,True,False,False,True
751,1,2,4.0,23.0,2,1,True,False,False,False,True,True,False
752,1,3,6.0,12.475,1,0,False,True,False,False,True,True,False
753,0,3,33.0,9.5,0,0,False,True,False,False,True,False,True
754,0,3,23.0,7.8958,0,0,False,True,False,False,True,False,True
755,1,2,48.0,65.0,3,1,True,False,False,False,True,False,True
756,1,2,0.67,14.5,2,0,False,True,False,False,True,True,False
757,0,3,28.0,7.7958,0,0,False,True,False,False,True,False,True
758,0,2,18.0,11.5,0,0,False,True,False,False,True,False,True
759,0,3,34.0,8.05,0,0,False,True,False,False,True,False,True
760,1,1,33.0,86.5,0,1,True,False,False,False,True,False,True
761,0,3,29.69911764705882,14.5,0,0,False,True,False,False,True,False,True
762,0,3,41.0,7.125,0,0,False,True,False,False,True,False,True
763,1,3,20.0,7.2292,0,0,False,True,True,False,False,False,True
764,1,1,36.0,120.0,3,1,True,False,False,False,True,False,True
765,0,3,16.0,7.775,0,0,False,True,False,False,True,True,False
766,1,1,51.0,77.9583,1,1,True,False,False,False,True,False,True
767,0,1,29.69911764705882,39.6,0,0,False,True,True,False,False,False,True
768,0,3,30.5,7.75,0,1,True,False,False,True,False,False,True
769,0,3,29.69911764705882,24.15,1,0,False,True,False,True,False,False,True
770,0,3,32.0,8.3625,0,0,False,True,False,False,True,False,True
771,0,3,24.0,9.5,0,0,False,True,False,False,True,False,True
772,0,3,48.0,7.8542,0,0,False,True,False,False,True,False,True
773,0,2,57.0,10.5,0,1,True,False,False,False,True,False,True
774,0,3,29.69911764705882,7.225,0,0,False,True,True,False,False,False,True
775,1,2,54.0,23.0,4,1,True,False,False,False,True,False,True
776,0,3,18.0,7.75,0,0,False,True,False,False,True,False,True
777,0,3,29.69911764705882,7.75,0,0,False,True,False,True,False,False,True
778,1,3,5.0,12.475,0,1,True,False,False,False,True,True,False
779,0,3,29.69911764705882,7.7375,0,0,False,True,False,True,False,False,True
780,1,1,43.0,211.3375,1,1,True,False,False,False,True,False,True
781,1,3,13.0,7.2292,0,1,True,False,True,False,False,True,False
782,1,1,17.0,57.0,1,1,True,False,False,False,True,True,False
783,0,1,29.0,30.0,0,0,False,True,False,False,True,False,True
784,0,3,29.69911764705882,23.45,3,0,False,True,False,False,True,False,True
785,0,3,25.0,7.05,0,0,False,True,False,False,True,False,True
786,0,3,25.0,7.25,0,0,False,True,False,False,True,False,True
787,1,3,18.0,7.4958,0,1,True,False,False,False,True,False,True
788,0,3,8.0,29.125,5,0,False,True,False,True,False,True,False
789,1,3,1.0,20.575,3,0,False,True,False,False,True,True,False
790,0,1,46.0,79.2,0,0,False,True,True,False,False,False,True
791,0,3,29.69911764705882,7.75,0,0,False,True,False,True,False,False,True
792,0,2,16.0,26.0,0,0,False,True,False,False,True,True,False
793,0,3,29.69911764705882,69.55,10,1,True,False,False,False,True,False,True
794,0,1,29.69911764705882,30.6958,0,0,False,True,True,False,False,False,True
795,0,3,25.0,7.8958,0,0,False,True,False,False,True,False,True
796,0,2,39.0,13.0,0,0,False,True,False,False,True,False,True
797,1,1,49.0,25.9292,0,1,True,False,False,False,True,False,True
798,1,3,31.0,8.6833,0,1,True,False,False,False,True,False,True
799,0,3,30.0,7.2292,0,0,False,True,True,False,False,False,True
800,0,3,30.0,24.15,2,1,True,False,False,False,True,False,True
801,0,2,34.0,13.0,0,0,False,True,False,False,True,False,True
802,1,2,31.0,26.25,2,1,True,False,False,False,True,False,True
803,1,1,11.0,120.0,3,0,False,True,False,False,True,True,False
804,1,3,0.42,8.5167,1,0,False,True,True,False,False,True,False
805,1,3,27.0,6.975,0,0,False,True,False,False,True,False,True
806,0,3,31.0,7.775,0,0,False,True,False,False,True,False,True
807,0,1,39.0,0.0,0,0,False,True,False,False,True,False,True
808,0,3,18.0,7.775,0,1,True,False,False,False,True,False,True
809,0,2,39.0,13.0,0,0,False,True,False,False,True,False,True
810,1,1,33.0,53.1,1,1,True,False,False,False,True,False,True
811,0,3,26.0,7.8875,0,0,False,True,False,False,True,False,True
812,0,3,39.0,24.15,0,0,False,True,False,False,True,False,True
813,0,2,35.0,10.5,0,0,False,True,False,False,True,False,True
814,0,3,6.0,31.275,6,1,True,False,False,False,True,True,False
815,0,3,30.5,8.05,0,0,False,True,False,False,True,False,True
816,0,1,29.69911764705882,0.0,0,0,False,True,False,False,True,False,True
817,0,3,23.0,7.925,0,1,True,False,False,False,True,False,True
818,0,2,31.0,37.0042,2,0,False,True,True,False,False,False,True
819,0,3,43.0,6.45,0,0,False,True,False,False,True,False,True
820,0,3,10.0,27.9,5,0,False,True,False,False,True,True,False
821,1,1,52.0,93.5,2,1,True,False,False,False,True,False,True
822,1,3,27.0,8.6625,0,0,False,True,False,False,True,False,True
823,0,1,38.0,0.0,0,0,False,True,False,False,True,False,True
824,1,3,27.0,12.475,1,1,True,False,False,False,True,False,True
825,0,3,2.0,39.6875,5,0,False,True,False,False,True,True,False
826,0,3,29.69911764705882,6.95,0,0,False,True,False,True,False,False,True
827,0,3,29.69911764705882,56.4958,0,0,False,True,False,False,True,False,True
828,1,2,1.0,37.0042,2,0,False,True,True,False,False,True,False
829,1,3,29.69911764705882,7.75,0,0,False,True,False,True,False,False,True
830,1,1,62.0,80.0,0,1,True,False,False,False,False,False,True
831,1,3,15.0,14.4542,1,1,True,False,True,False,False,True,False
832,1,2,0.83,18.75,2,0,False,True,False,False,True,True,False
833,0,3,29.69911764705882,7.2292,0,0,False,True,True,False,False,False,True
834,0,3,23.0,7.8542,0,0,False,True,False,False,True,False,True
835,0,3,18.0,8.3,0,0,False,True,False,False,True,False,True
836,1,1,39.0,83.1583,2,1,True,False,True,False,False,False,True
